         10x5M-LH                 (10x5M-LH.dat)
         v2022-0915
         Simulation Date: 06/12/2024

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       14.16      0.4825      0.7671      0.0360      0.0227       4.429      90.050      89.955    3302.728      10.174     400.118      12.354      136.85     517047.    0.2407
       14.84      0.5055      0.7698      0.0316      0.0207       4.054      82.416      78.857    3022.746       9.311     350.756      11.833      137.00     518094.    0.2159
       15.51      0.5285      0.7667      0.0271      0.0187       3.650      74.204      67.642    2721.564       8.384     300.870      11.273      137.16     519179.    0.1905
       16.19      0.5514      0.7558      0.0226      0.0165       3.218      65.426      56.343    2399.617       7.392     250.613      10.650      137.33     520301.    0.1642
       16.86      0.5744      0.7333      0.0180      0.0141       2.759      56.102      45.000    2057.641       6.338     200.160       9.919      137.51     521461.    0.1367
       17.54      0.5974      0.6917      0.0135      0.0116       2.275      46.260      33.656    1696.655       5.226     149.704       8.997      137.69     522658.    0.1072
       18.21      0.6204      0.6142      0.0089      0.0090       1.767      35.929      22.350    1317.745       4.059      99.411       7.693      137.88     523891.    0.0747
       18.89      0.6433      0.4521      0.0044      0.0063       1.235      25.120      11.092     921.302       2.838      49.336       5.461      138.07     525149.    0.0374
       19.56      0.6663



         PROP RPM =       3200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0331       7.129     140.408     275.438    5315.811      15.863    1225.147      23.502      139.63     519328.    0.8013
        0.70      0.0230      0.0697      0.1017      0.0335       7.215     142.114     270.697    5380.401      16.056    1204.062      22.820      139.63     519692.    0.7714
        1.39      0.0460      0.1352      0.0998      0.0339       7.294     143.673     265.625    5439.422      16.232    1181.500      22.149      139.64     520083.    0.7417
        2.09      0.0689      0.1968      0.0978      0.0342       7.364     145.046     260.206    5491.425      16.387    1157.395      21.492      139.66     520503.    0.7123
        2.79      0.0919      0.2546      0.0956      0.0345       7.422     146.194     254.417    5534.887      16.517    1131.646      20.849      139.69     520952.    0.6832
        3.48      0.1149      0.3086      0.0933      0.0347       7.467     147.072     248.233    5568.112      16.616    1104.141      20.221      139.72     521430.    0.6545
        4.18      0.1379      0.3592      0.0908      0.0348       7.495     147.630     241.628    5589.247      16.679    1074.761      19.608      139.76     521940.    0.6262
        4.87      0.1609      0.4063      0.0881      0.0349       7.505     147.816     234.575    5596.286      16.700    1043.390      19.012      139.81     522482.    0.5982
        5.57      0.1838      0.4502      0.0853      0.0348       7.493     147.577     227.055    5587.245      16.673    1009.939      18.432      139.87     523057.    0.5706
        6.27      0.2068      0.4910      0.0823      0.0347       7.457     146.869     219.061    5560.435      16.593     974.385      17.869      139.93     523665.    0.5434
        6.96      0.2298      0.5288      0.0791      0.0344       7.395     145.661     210.614    5514.703      16.457     936.811      17.322      140.00     524307.    0.5165
        7.66      0.2528      0.5639      0.0758      0.0340       7.308     143.937     201.745    5449.419      16.262     897.363      16.792      140.08     524983.    0.4900
        8.36      0.2758      0.5963      0.0723      0.0334       7.193     141.684     192.489    5364.134      16.007     856.191      16.276      140.16     525694.    0.4639
        9.05      0.2987      0.6260      0.0687      0.0328       7.052     138.892     182.875    5258.433      15.692     813.427      15.774      140.26     526440.    0.4383
        9.75      0.3217      0.6532      0.0650      0.0320       6.882     135.549     172.929    5131.873      15.314     769.189      15.284      140.36     527222.    0.4129
       10.45      0.3447      0.6779      0.0611      0.0311       6.684     131.643     162.675    4983.993      14.873     723.581      14.804      140.46     528040.    0.3879
       11.14      0.3677      0.7001      0.0572      0.0300       6.456     127.162     152.135    4814.315      14.367     676.696      14.333      140.58     528895.    0.3632
       11.84      0.3907      0.7197      0.0531      0.0288       6.199     122.092     141.328    4622.375      13.794     628.626      13.868      140.70     529786.    0.3387
       12.53      0.4136      0.7366      0.0489      0.0275       5.911     116.423     130.274    4407.740      13.153     579.457      13.406      140.83     530715.    0.3144
       13.23      0.4366      0.7507      0.0447      0.0260       5.592     110.144     118.992    4170.035      12.444     529.278      12.943      140.97     531682.    0.2901
       13.93      0.4596      0.7616      0.0404      0.0244       5.242     103.248     107.505    3908.964      11.665     478.183      12.474      141.11     532686.    0.2657
       14.62      0.4826      0.7689      0.0360      0.0226       4.860      95.731      95.835    3624.356      10.816     426.275      11.993      141.26     533729.    0.2412
       15.32      0.5056      0.7717      0.0316      0.0207       4.447      87.592      84.009    3316.202       9.896     373.672      11.490      141.42     534810.    0.2164
       16.02      0.5285      0.7689      0.0271      0.0186       4.003      78.836      72.057    2984.708       8.907     320.510      10.950      141.59     535930.    0.1910
       16.71      0.5515      0.7582      0.0225      0.0164       3.527      69.476      60.016    2630.354       7.849     266.953      10.349      141.76     537089.    0.1647
       17.41      0.5745      0.7361      0.0180      0.0141       3.023      59.534      47.929    2253.949       6.726     213.189       9.645      141.94     538287.    0.1372
       18.11      0.5975      0.6950      0.0135      0.0116       2.490      49.039      35.841    1856.621       5.540     159.422       8.756      142.13     539523.    0.1077
       18.80      0.6205      0.6179      0.0089      0.0090       1.930      38.024      23.793    1439.561       4.296     105.831       7.497      142.32     540795.    0.0751
       19.50      0.6434      0.4559      0.0044      0.0063       1.345      26.498      11.797    1003.197       2.994      52.471       5.333      142.52     542095.    0.0376
       20.19      0.6664



         PROP RPM =       3300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0331       7.806     149.098     292.933    5821.198      16.845    1302.967      22.824      143.99     535557.    0.8026
        0.72      0.0230      0.0698      0.1017      0.0335       7.901     150.914     287.892    5892.125      17.050    1280.542      22.162      143.99     535932.    0.7725
        1.44      0.0460      0.1355      0.0998      0.0339       7.988     152.575     282.497    5956.950      17.238    1256.545      21.510      144.01     536336.    0.7428
        2.15      0.0690      0.1971      0.0978      0.0342       8.065     154.037     276.733    6014.063      17.403    1230.906      20.871      144.02     536769.    0.7133
        2.87      0.0919      0.2550      0.0956      0.0345       8.129     155.260     270.575    6061.808      17.541    1203.518      20.246      144.05     537232.    0.6842
        3.59      0.1149      0.3091      0.0933      0.0347       8.178     156.196     263.998    6098.327      17.647    1174.262      19.635      144.09     537726.    0.6555
        4.31      0.1379      0.3597      0.0908      0.0348       8.209     156.791     256.972    6121.579      17.714    1143.013      19.040      144.13     538252.    0.6271
        5.03      0.1609      0.4069      0.0881      0.0348       8.220     156.991     249.470    6129.367      17.737    1109.644      18.461      144.18     538811.    0.5991
        5.75      0.1839      0.4508      0.0853      0.0348       8.206     156.738     241.471    6119.513      17.708    1074.062      17.897      144.24     539404.    0.5714
        6.46      0.2069      0.4917      0.0823      0.0346       8.167     155.986     232.968    6090.146      17.623    1036.243      17.351      144.30     540031.    0.5441
        7.18      0.2298      0.5296      0.0791      0.0343       8.100     154.702     223.983    6040.024      17.478     996.276      16.820      144.37     540692.    0.5172
        7.90      0.2528      0.5647      0.0758      0.0339       8.004     152.869     214.549    5968.440      17.271     954.315      16.305      144.46     541390.    0.4907
        8.62      0.2758      0.5971      0.0723      0.0334       7.878     150.473     204.703    5874.907      17.000     910.519      15.804      144.54     542123.    0.4646
        9.34      0.2988      0.6270      0.0687      0.0327       7.723     147.503     194.476    5758.961      16.665     865.031      15.317      144.64     542893.    0.4388
       10.06      0.3218      0.6542      0.0650      0.0320       7.537     143.947     183.897    5620.125      16.263     817.975      14.841      144.74     543700.    0.4135
       10.77      0.3448      0.6790      0.0611      0.0310       7.319     139.792     172.990    5457.883      15.794     769.461      14.376      144.85     544543.    0.3885
       11.49      0.3677      0.7012      0.0572      0.0300       7.069     135.024     161.778    5271.711      15.255     719.591      13.919      144.97     545425.    0.3637
       12.21      0.3907      0.7209      0.0531      0.0288       6.787     129.629     150.283    5061.106      14.645     668.459      13.468      145.10     546345.    0.3392
       12.93      0.4137      0.7380      0.0489      0.0274       6.471     123.597     138.525    4825.582      13.964     616.159      13.020      145.23     547303.    0.3148
       13.65      0.4367      0.7521      0.0447      0.0260       6.121     116.916     126.526    4564.734      13.209     562.786      12.572      145.37     548300.    0.2905
       14.36      0.4597      0.7632      0.0404      0.0243       5.737     109.578     114.307    4278.230      12.380     508.437      12.119      145.52     549336.    0.2662
       15.08      0.4827      0.7706      0.0360      0.0225       5.318     101.578     101.894    3965.898      11.476     453.226      11.653      145.68     550412.    0.2417
       15.80      0.5056      0.7736      0.0316      0.0206       4.865      92.916      89.315    3627.710      10.498     397.275      11.167      145.84     551527.    0.2168
       16.52      0.5286      0.7709      0.0271      0.0186       4.377      83.598      76.603    3263.901       9.445     340.731      10.645      146.01     552683.    0.1914
       17.24      0.5516      0.7606      0.0225      0.0163       3.855      73.637      63.797    2875.004       8.319     283.768      10.065      146.19     553878.    0.1652
       17.96      0.5746      0.7388      0.0180      0.0140       3.301      63.056      50.941    2461.905       7.124     226.586       9.385      146.38     555113.    0.1376
       18.67      0.5976      0.6981      0.0135      0.0115       2.717      51.888      38.085    2025.839       5.862     169.402       8.527      146.57     556388.    0.1081
       19.39      0.6206      0.6214      0.0089      0.0089       2.103      40.164      25.271    1568.119       4.538     112.405       7.309      146.77     557701.    0.0755
       20.11      0.6435      0.4594      0.0044      0.0062       1.461      27.898      12.512    1089.200       3.152      55.655       5.210      146.98     559041.    0.0379
       20.83      0.6665



         PROP RPM =       3400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0330       8.526     158.045     310.968    6357.525      17.856    1383.185      22.186      148.35     551786.    0.8038
        0.74      0.0230      0.0699      0.1017      0.0335       8.630     159.976     305.616    6435.197      18.074    1359.378      21.541      148.36     552173.    0.7737
        1.48      0.0460      0.1357      0.0998      0.0338       8.725     161.741     299.888    6506.185      18.273    1333.903      20.906      148.37     552589.    0.7438
        2.22      0.0690      0.1974      0.0978      0.0341       8.809     163.296     293.769    6568.738      18.449    1306.684      20.285      148.39     553035.    0.7143
        2.96      0.0919      0.2554      0.0956      0.0344       8.879     164.596     287.232    6621.050      18.596    1277.608      19.677      148.42     553512.    0.6851
        3.70      0.1149      0.3096      0.0933      0.0346       8.933     165.591     280.249    6661.076      18.708    1246.549      19.083      148.45     554021.    0.6563
        4.44      0.1379      0.3602      0.0908      0.0348       8.967     166.225     272.791    6686.579      18.780    1213.372      18.504      148.50     554563.    0.6279
        5.18      0.1609      0.4075      0.0881      0.0348       8.978     166.439     264.826    6695.167      18.804    1177.946      17.941      148.55     555139.    0.5998
        5.92      0.1839      0.4515      0.0853      0.0347       8.964     166.172     256.333    6684.452      18.774    1140.169      17.393      148.61     555750.    0.5721
        6.66      0.2069      0.4924      0.0823      0.0346       8.921     165.375     247.306    6652.388      18.684    1100.017      16.862      148.67     556396.    0.5448
        7.40      0.2299      0.5303      0.0791      0.0343       8.848     164.013     237.766    6597.608      18.530    1057.584      16.346      148.75     557078.    0.5178
        8.14      0.2528      0.5655      0.0758      0.0339       8.743     162.068     227.750    6519.344      18.310    1013.034      15.845      148.83     557797.    0.4913
        8.88      0.2758      0.5980      0.0723      0.0334       8.605     159.525     217.297    6417.049      18.023     966.536      15.359      148.92     558552.    0.4652
        9.62      0.2988      0.6279      0.0687      0.0327       8.435     156.373     206.439    6290.245      17.667     918.242      14.886      149.02     559346.    0.4394
       10.36      0.3218      0.6552      0.0650      0.0319       8.232     152.597     195.207    6138.372      17.240     868.283      14.424      149.13     560177.    0.4140
       11.10      0.3448      0.6800      0.0611      0.0310       7.994     148.185     183.628    5960.887      16.742     816.777      13.972      149.24     561046.    0.3890
       11.84      0.3678      0.7023      0.0571      0.0299       7.721     143.121     171.724    5757.203      16.170     763.830      13.529      149.37     561955.    0.3642
       12.58      0.3908      0.7221      0.0531      0.0287       7.412     137.393     159.520    5526.779      15.523     709.545      13.091      149.50     562902.    0.3397
       13.32      0.4138      0.7392      0.0489      0.0274       7.066     130.987     147.037    5269.076      14.799     654.020      12.657      149.63     563890.    0.3153
       14.06      0.4367      0.7535      0.0447      0.0259       6.683     123.891     134.297    4983.648      13.997     597.355      12.223      149.78     564918.    0.2910
       14.80      0.4597      0.7646      0.0404      0.0243       6.263     116.098     121.326    4670.149      13.117     539.657      11.783      149.93     565985.    0.2667
       15.54      0.4827      0.7722      0.0360      0.0225       5.804     107.601     108.148    4328.361      12.157     481.042      11.333      150.09     567094.    0.2421
       16.28      0.5057      0.7753      0.0315      0.0206       5.308      98.401      94.794    3958.282      11.117     421.643      10.862      150.26     568244.    0.2173
       17.02      0.5287      0.7729      0.0271      0.0185       4.774      88.504      81.298    3560.159       9.999     361.615      10.358      150.44     569434.    0.1919
       17.76      0.5517      0.7628      0.0225      0.0163       4.204      77.924      67.703    3134.570       8.804     301.142       9.797      150.62     570666.    0.1656
       18.50      0.5747      0.7414      0.0180      0.0139       3.597      66.686      54.055    2682.493       7.534     240.438       9.140      150.81     571939.    0.1381
       19.24      0.5976      0.7011      0.0134      0.0115       2.957      54.822      40.408    2205.282       6.194     179.733       8.311      151.01     573253.    0.1085
       19.98      0.6206      0.6249      0.0089      0.0089       2.286      42.370      26.805    1704.371       4.787     119.228       7.133      151.22     574605.    0.0759
       20.72      0.6436      0.4630      0.0044      0.0061       1.583      29.341      13.261    1180.252       3.315      58.985       5.096      151.43     575986.    0.0381
       21.46      0.6666



         PROP RPM =       3500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0330       9.288     167.251     329.541    6925.723      18.896    1465.800      21.582      152.72     568015.    0.8049
        0.76      0.0230      0.0700      0.1017      0.0334       9.401     169.299     323.869    7010.530      19.127    1440.570      20.954      152.72     568413.    0.7747
        1.52      0.0460      0.1359      0.0998      0.0338       9.505     171.172     317.800    7088.080      19.339    1413.573      20.336      152.73     568841.    0.7448
        2.29      0.0690      0.1977      0.0978      0.0341       9.597     172.822     311.315    7156.398      19.525    1384.727      19.731      152.75     569300.    0.7153
        3.05      0.0920      0.2557      0.0956      0.0344       9.674     174.202     304.387    7213.558      19.681    1353.913      19.139      152.78     569791.    0.6860
        3.81      0.1149      0.3100      0.0933      0.0346       9.732     175.259     296.987    7257.310      19.801    1320.997      18.561      152.82     570316.    0.6572
        4.57      0.1379      0.3607      0.0908      0.0347       9.770     175.933     289.082    7285.216      19.877    1285.836      17.998      152.86     570874.    0.6287
        5.33      0.1609      0.4080      0.0881      0.0348       9.782     176.161     280.641    7294.655      19.903    1248.290      17.450      152.92     571467.    0.6006
        6.10      0.1839      0.4521      0.0853      0.0347       9.767     175.880     271.639    7283.032      19.871    1208.252      16.917      152.98     572096.    0.5728
        6.86      0.2069      0.4930      0.0823      0.0345       9.720     175.036     262.072    7248.107      19.776    1165.697      16.400      153.05     572761.    0.5455
        7.62      0.2299      0.5311      0.0791      0.0343       9.640     173.594     251.961    7188.389      19.613    1120.724      15.898      153.12     573464.    0.5185
        8.38      0.2529      0.5663      0.0758      0.0338       9.525     171.533     241.346    7103.041      19.380    1073.507      15.411      153.21     574203.    0.4919
        9.14      0.2759      0.5988      0.0723      0.0333       9.376     168.839     230.267    6991.471      19.075    1024.227      14.938      153.30     574981.    0.4657
        9.91      0.2989      0.6287      0.0687      0.0327       9.190     165.498     218.760    6853.132      18.698     973.042      14.478      153.41     575798.    0.4400
       10.67      0.3218      0.6561      0.0650      0.0319       8.968     161.497     206.856    6687.438      18.246     920.094      14.030      153.52     576654.    0.4146
       11.43      0.3448      0.6810      0.0611      0.0309       8.708     156.820     194.583    6493.773      17.717     865.505      13.591      153.63     577549.    0.3895
       12.19      0.3678      0.7034      0.0571      0.0299       8.410     151.453     181.967    6271.523      17.111     809.391      13.160      153.76     578485.    0.3647
       12.95      0.3908      0.7232      0.0531      0.0287       8.073     145.380     169.033    6020.067      16.425     751.858      12.735      153.89     579460.    0.3402
       13.72      0.4138      0.7404      0.0489      0.0273       7.696     138.589     155.803    5738.839      15.658     693.011      12.314      154.04     580477.    0.3158
       14.48      0.4368      0.7548      0.0447      0.0259       7.278     131.066     142.302    5427.341      14.808     632.957      11.892      154.19     581535.    0.2915
       15.24      0.4598      0.7660      0.0404      0.0242       6.819     122.803     128.554    5085.186      13.874     571.808      11.466      154.34     582635.    0.2671
       16.00      0.4828      0.7737      0.0360      0.0225       6.319     113.795     114.588    4712.154      12.856     509.687      11.030      154.51     583776.    0.2426
       16.76      0.5058      0.7770      0.0315      0.0205       5.777     104.041     100.435    4308.235      11.754     446.736      10.574      154.68     584960.    0.2177
       17.52      0.5287      0.7748      0.0270      0.0185       5.195      93.547      86.133    3873.699      10.569     383.120      10.085      154.86     586185.    0.1923
       18.29      0.5517      0.7650      0.0225      0.0162       4.572      82.329      71.725    3409.182       9.302     319.033       9.543      155.05     587454.    0.1660
       19.05      0.5747      0.7439      0.0180      0.0139       3.910      70.413      57.262    2915.749       7.955     254.702       8.908      155.25     588764.    0.1385
       19.81      0.5977      0.7040      0.0134      0.0114       3.212      57.835      42.799    2394.880       6.534     190.372       8.106      155.46     590117.    0.1089
       20.57      0.6207      0.6283      0.0089      0.0088       2.478      44.631      28.384    1848.140       5.042     126.254       6.966      155.67     591510.    0.0762
       21.33      0.6437      0.4665      0.0044      0.0061       1.711      30.816      14.032    1276.060       3.482      62.412       4.987      155.89     592932.    0.0384
       22.10      0.6667



         PROP RPM =       3600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0330      10.093     176.715     348.654    7526.679      19.965    1550.813      21.010      157.08     584244.    0.8060
        0.78      0.0230      0.0701      0.1017      0.0334      10.217     178.884     342.653    7619.072      20.210    1524.120      20.398      157.08     584654.    0.7758
        1.57      0.0460      0.1360      0.0998      0.0337      10.331     180.867     336.231    7703.542      20.434    1495.555      19.797      157.10     585094.    0.7458
        2.35      0.0690      0.1980      0.0978      0.0341      10.430     182.616     329.370    7778.010      20.632    1465.036      19.207      157.12     585566.    0.7162
        3.14      0.0920      0.2561      0.0956      0.0343      10.514     184.078     322.040    7840.293      20.797    1432.433      18.630      157.15     586071.    0.6869
        3.92      0.1150      0.3104      0.0933      0.0345      10.578     185.198     314.210    7887.987      20.924    1397.604      18.067      157.18     586610.    0.6580
        4.70      0.1379      0.3612      0.0908      0.0347      10.619     185.913     305.846    7918.448      21.004    1360.401      17.519      157.23     587185.    0.6295
        5.49      0.1609      0.4085      0.0881      0.0347      10.633     186.156     296.914    7928.794      21.032    1320.674      16.985      157.29     587795.    0.6013
        6.27      0.1839      0.4526      0.0853      0.0347      10.616     185.860     287.390    7916.205      20.998    1278.310      16.466      157.35     588442.    0.5735
        7.05      0.2069      0.4937      0.0823      0.0345      10.565     184.970     277.267    7878.268      20.898    1233.283      15.963      157.42     589126.    0.5461
        7.84      0.2299      0.5317      0.0791      0.0342      10.478     183.445     266.568    7813.326      20.725    1185.696      15.474      157.50     589849.    0.5191
        8.62      0.2529      0.5670      0.0758      0.0338      10.353     181.265     255.336    7720.480      20.479    1135.736      15.001      157.59     590610.    0.4925
        9.41      0.2759      0.5996      0.0723      0.0333      10.191     178.415     243.613    7599.084      20.157    1083.592      14.541      157.68     591411.    0.4663
       10.19      0.2989      0.6295      0.0687      0.0326       9.989     174.880     231.437    7448.545      19.758    1029.433      14.093      157.79     592251.    0.4405
       10.97      0.3219      0.6570      0.0650      0.0318       9.747     170.646     218.842    7268.206      19.280     973.407      13.657      157.90     593131.    0.4151
       11.76      0.3449      0.6819      0.0611      0.0309       9.464     165.697     205.856    7057.417      18.720     915.647      13.230      158.02     594052.    0.3900
       12.54      0.3679      0.7043      0.0571      0.0298       9.140     160.017     192.507    6815.493      18.079     856.273      12.811      158.15     595014.    0.3652
       13.32      0.3909      0.7243      0.0531      0.0286       8.773     153.591     178.821    6541.769      17.353     795.397      12.398      158.29     596018.    0.3406
       14.11      0.4138      0.7415      0.0489      0.0273       8.362     146.403     164.823    6235.622      16.540     733.133      11.989      158.44     597064.    0.3162
       14.89      0.4368      0.7560      0.0447      0.0258       7.907     138.441     150.537    5896.500      15.641     669.590      11.580      158.59     598153.    0.2919
       15.68      0.4598      0.7674      0.0404      0.0242       7.408     129.695     135.991    5524.000      14.653     604.889      11.166      158.75     599284.    0.2675
       16.46      0.4828      0.7752      0.0360      0.0224       6.863     120.160     121.215    5117.879      13.576     539.162      10.743      158.92     600458.    0.2430
       17.24      0.5058      0.7787      0.0315      0.0205       6.273     109.835     106.240    4678.117      12.409     472.557      10.301      159.10     601676.    0.2181
       18.03      0.5288      0.7767      0.0270      0.0184       5.639      98.727      91.108    4205.013      11.154     405.248       9.827      159.29     602937.    0.1927
       18.81      0.5518      0.7671      0.0225      0.0162       4.961      86.853      75.864    3699.261       9.813     337.443       9.302      159.48     604242.    0.1665
       19.60      0.5748      0.7463      0.0180      0.0138       4.240      74.239      60.562    3162.020       8.388     269.379       8.687      159.69     605590.    0.1389
       20.38      0.5978      0.7068      0.0134      0.0114       3.480      60.924      45.260    2594.908       6.883     201.318       7.911      159.90     606982.    0.1093
       21.16      0.6208      0.6315      0.0089      0.0088       2.682      46.948      30.009    1999.624       5.304     133.482       6.807      160.12     608415.    0.0766
       21.95      0.6438      0.4699      0.0044      0.0060       1.846      32.324      14.824    1376.739       3.652      65.939       4.884      160.34     609877.    0.0386
       22.73      0.6668



         PROP RPM =       3700

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0329      10.945     186.437     368.306    8161.332      21.064    1638.224      20.469      161.44     600473.    0.8071
        0.81      0.0230      0.0702      0.1017      0.0333      11.079     188.730     361.966    8261.744      21.323    1610.026      19.872      161.45     600894.    0.7768
        1.61      0.0460      0.1362      0.0998      0.0337      11.202     190.828     355.182    8353.555      21.560    1579.850      19.285      161.46     601347.    0.7467
        2.42      0.0690      0.1983      0.0978      0.0340      11.311     192.677     347.934    8434.488      21.768    1547.609      18.710      161.48     601832.    0.7170
        3.22      0.0920      0.2564      0.0956      0.0343      11.402     194.224     340.190    8502.210      21.943    1513.167      18.148      161.51     602351.    0.6877
        4.03      0.1150      0.3108      0.0933      0.0345      11.471     195.409     331.919    8554.099      22.077    1476.374      17.600      161.55     602906.    0.6588
        4.83      0.1380      0.3616      0.0908      0.0346      11.516     196.166     323.082    8587.235      22.163    1437.070      17.065      161.60     603496.    0.6302
        5.64      0.1610      0.4090      0.0881      0.0347      11.531     196.424     313.647    8598.552      22.192    1395.101      16.545      161.65     604123.    0.6020
        6.45      0.1840      0.4532      0.0853      0.0346      11.513     196.114     303.585    8584.963      22.157    1350.345      16.039      161.72     604788.    0.5742
        7.25      0.2069      0.4943      0.0823      0.0345      11.457     195.174     292.890    8543.827      22.051    1302.775      15.549      161.79     605492.    0.5467
        8.06      0.2299      0.5324      0.0791      0.0342      11.363     193.565     281.587    8473.369      21.869    1252.500      15.073      161.87     606234.    0.5197
        8.86      0.2529      0.5677      0.0758      0.0338      11.228     191.263     269.721    8372.604      21.609    1199.719      14.612      161.97     607017.    0.4930
        9.67      0.2759      0.6003      0.0723      0.0332      11.051     188.252     257.336    8240.820      21.269    1144.630      14.164      162.06     607840.    0.4668
       10.47      0.2989      0.6303      0.0687      0.0326      10.832     184.519     244.472    8077.374      20.847    1087.413      13.728      162.17     608703.    0.4410
       11.28      0.3219      0.6578      0.0650      0.0318      10.569     180.046     231.165    7881.564      20.341    1028.224      13.303      162.29     609608.    0.4156
       12.08      0.3449      0.6828      0.0611      0.0309      10.262     174.817     217.446    7652.662      19.751     967.202      12.888      162.41     610555.    0.3905
       12.89      0.3679      0.7053      0.0571      0.0298       9.910     168.815     203.344    7389.942      19.073     904.476      12.481      162.55     611544.    0.3656
       13.70      0.3909      0.7253      0.0531      0.0286       9.511     162.024     188.886    7092.664      18.305     840.164      12.079      162.69     612576.    0.3411
       14.50      0.4139      0.7426      0.0489      0.0273       9.066     154.429     174.097    6760.168      17.447     774.384      11.681      162.84     613651.    0.3167
       15.31      0.4369      0.7572      0.0447      0.0258       8.572     146.015     159.005    6391.849      16.497     707.256      11.283      163.00     614770.    0.2923
       16.11      0.4599      0.7687      0.0404      0.0241       8.029     136.772     143.638    5987.256      15.452     638.903      10.881      163.16     615933.    0.2679
       16.92      0.4829      0.7766      0.0360      0.0224       7.437     126.696     128.028    5546.144      14.314     569.468      10.470      163.34     617140.    0.2434
       17.72      0.5059      0.7802      0.0315      0.0204       6.797     115.784     112.209    5068.471      13.081     499.104      10.041      163.52     618392.    0.2185
       18.53      0.5289      0.7784      0.0270      0.0184       6.108     104.044      96.223    4554.583      11.755     427.999       9.582      163.71     619688.    0.1931
       19.34      0.5519      0.7691      0.0225      0.0162       5.371      91.495      80.119    4005.220      10.337     356.370       9.073      163.91     621029.    0.1669
       20.14      0.5748      0.7486      0.0180      0.0138       4.589      78.164      63.954    3421.649       8.831     284.469       8.478      164.12     622416.    0.1393
       20.95      0.5978      0.7095      0.0134      0.0113       3.762      64.092      47.790    2805.632       7.241     212.571       7.726      164.34     623846.    0.1097
       21.75      0.6208      0.6347      0.0089      0.0087       2.895      49.320      31.680    2159.008       5.572     140.912       6.655      164.57     625319.    0.0770
       22.56      0.6438      0.4732      0.0044      0.0060       1.988      33.864      15.639    1482.396       3.826      69.563       4.785      164.80     626823.    0.0389
       23.36      0.6668



         PROP RPM =       3800

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1035      0.0329      11.842     196.416     388.496    8830.552      22.191    1728.032      19.955      165.81     616702.    0.8081
        0.83      0.0230      0.0703      0.1017      0.0333      11.988     198.838     381.809    8939.452      22.465    1698.287      19.372      165.81     617134.    0.7777
        1.66      0.0460      0.1364      0.0998      0.0337      12.122     201.053     374.653    9039.018      22.715    1666.456      18.800      165.82     617599.    0.7476
